material_id,bandgap
8533370.vasp,1.089
8538650.vasp,0.794
1927843.vasp,2.439
8304023.vasp,2.237
2614917.vasp,2.532
8536812.vasp,4.877
2067326.vasp,1.153
8304027.vasp,0.966
2614963.vasp,0.962
2009521.vasp,4.139
8305451.vasp,2.955
5438851.vasp,2.027
4732615.vasp,2.963
8535479.vasp,2.051
8288097.vasp,2.291
4732641.vasp,0.984
8287422.vasp,1.193
9699333.vasp,2.925
9004058.vasp,2.927
8217825.vasp,2.752
9694609.vasp,4.706
8707492.vasp,3.967
1927129.vasp,2.076
8432867.vasp,2.05
8871407.vasp,2.354
8216005.vasp,2.544
5439536.vasp,2.802
6444347.vasp,3.134
6411001.vasp,1.895
5439506.vasp,2.066
6444696.vasp,2.045
5439731.vasp,2.4
5439486.vasp,1.84
6444072.vasp,1.986
8712100.vasp,1.337
8305457.vasp,2.845
2013068.vasp,1.095
2613787.vasp,1.511
8532047.vasp,5.035
127890.vasp,1.459
1927939.vasp,1.465
2615114.vasp,0.963
7734824.vasp,2.823
8537619.vasp,2.278
7731200.vasp,1.787
8995883.vasp,1.791
8435400.vasp,2.026
7762880.vasp,1.428
7756192.vasp,2.787
7756196.vasp,3.775
8537697.vasp,3.504
8233494.vasp,4.265
8538012.vasp,2.042
7736630.vasp,2.512
7773496.vasp,3.363
8535098.vasp,3.404
8309769.vasp,0.927
7776544.vasp,3.589
8998252.vasp,3.57
9136229.vasp,3.028
7732052.vasp,2.876
8995331.vasp,3.054
8227564.vasp,3.657
7740204.vasp,4.15
7748574.vasp,4.17
7776566.vasp,3.96
8993710.vasp,1.588
8309804.vasp,1.597
8227822.vasp,2.464
8535585.vasp,4.015
7759630.vasp,3.032
8637915.vasp,0.722
2012810.vasp,0.578
8304361.vasp,2.289
9137231.vasp,3.045
8281686.vasp,3.956
9136741.vasp,3.203
8312243.vasp,2.991
9141398.vasp,2.448
2009522.vasp,2.697
9115603.vasp,2.45
2615044.vasp,2.545
2005792.vasp,4.701
2614609.vasp,4.385
8222161.vasp,3.204
8223018.vasp,3.833
8311601.vasp,2.757
8540550.vasp,0.696
1929081.vasp,0.696
2614785.vasp,0.585
9003953.vasp,0.962
2069764.vasp,2.527
2614894.vasp,1.523
8872095.vasp,1.964
8531848.vasp,1.205
2067494.vasp,1.206
9003099.vasp,0.566
2013062.vasp,0.661
2012628.vasp,0.932
2068063.vasp,1.952
2615602.vasp,1.966
7760232.vasp,0.984
8432663.vasp,3.91
8434731.vasp,3.397
2013108.vasp,2.745
2614875.vasp,2.607
8996211.vasp,2.343
8531275.vasp,3.452
8216193.vasp,2.716
2066400.vasp,2.364
8303587.vasp,2.281
1950259.vasp,2.049
8232213.vasp,2.309
2614968.vasp,2.268
8432645.vasp,3.993
8222170.vasp,3.432
9240258.vasp,4.053
8223023.vasp,4.183
8267393.vasp,4.48
8876083.vasp,4.519
8212344.vasp,4.49
1927826.vasp,0.918
7750830.vasp,0.504
2005361.vasp,4.217
7734816.vasp,3.716
2614896.vasp,3.813
8532925.vasp,1.429
8538166.vasp,1.56
43143.vasp,1.535
8286316.vasp,0.989
8289230.vasp,2.568
8252343.vasp,2.683
8661681.vasp,2.74
8274382.vasp,2.736
8276834.vasp,2.824
8213378.vasp,2.716
8205211.vasp,2.436
8432804.vasp,1.442
8725748.vasp,1.458
4732683.vasp,3.006
8871324.vasp,1.459
3293236.vasp,1.298
8540015.vasp,2.256
8233407.vasp,2.01
2067427.vasp,2.77
2600499.vasp,2.615
8315238.vasp,1.809
8432705.vasp,1.076
8208514.vasp,2.245
8726897.vasp,2.144
8726122.vasp,1.917
8535052.vasp,2.37
2070216.vasp,3.057
2608971.vasp,3.034
8228781.vasp,1.411
8531989.vasp,3.215
8706564.vasp,2.428
8313561.vasp,2.398
2002927.vasp,2.846
8877890.vasp,2.43
8991111.vasp,2.493
1949500.vasp,2.51
8232167.vasp,2.385
2609783.vasp,3.049
1902038.vasp,2.549
9660429.vasp,1.704
9002733.vasp,1.075
8532748.vasp,1.077
